,No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,wd
19014,19015,2015,5,2,6,43.0,56.0,2.0,41.0,700.0,2.0,13.1,1001.8,11.0,0.0,0.9,NNE
19015,19016,2015,5,2,7,56.0,85.0,2.0,36.0,700.0,7.0,14.9,1002.2,11.5,0.0,1.7,NE
19016,19017,2015,5,2,8,50.0,78.0,2.0,43.0,800.0,2.0,16.5,1002.8,12.1,0.0,0.7,SE
19017,19018,2015,5,2,9,57.0,84.0,2.0,54.0,800.0,3.0,17.7,1002.9,12.6,0.0,1.7,S
19018,19019,2015,5,2,10,57.0,74.0,3.0,41.0,600.0,20.0,19.1,1002.9,11.9,0.0,1.5,SSE
19019,19020,2015,5,2,11,62.0,76.0,4.0,30.0,600.0,50.0,20.6,1002.2,11.5,0.0,1.8,SE
19020,19021,2015,5,2,12,63.0,77.0,5.0,20.0,600.0,80.0,22.1,1001.5,10.9,0.0,1.9,SE
19021,19022,2015,5,2,13,60.0,98.0,5.0,14.0,600.0,104.0,22.9,1000.9,10.0,0.0,2.5,SE
19022,19023,2015,5,2,14,58.0,125.0,2.0,15.0,600.0,120.0,23.8,1000.1,9.4,0.0,2.1,SE
19023,19024,2015,5,2,15,58.0,143.0,2.0,20.0,600.0,129.0,24.3,998.9,8.7,0.0,2.8,SE
19024,19025,2015,5,2,16,60.0,130.0,2.0,21.0,600.0,154.0,24.3,998.8,10.9,0.0,3.0,SE
19025,19026,2015,5,2,17,48.0,82.0,2.0,18.0,500.0,162.0,24.3,998.1,11.3,0.0,3.75,S
19026,19027,2015,5,2,18,39.0,82.0,2.0,25.0,500.0,143.0,23.0,998.5,11.7,0.0,2.8,S
19027,19028,2015,5,2,19,48.0,99.0,2.0,31.0,500.0,137.0,22.3,997.9,12.3,0.0,2.5,ESE
19028,19029,2015,5,2,20,69.0,118.0,2.0,29.0,600.0,120.0,21.1,999.3,12.2,0.0,1.3,NE
19029,19030,2015,5,2,21,69.0,114.0,2.0,37.0,700.0,96.0,19.8,1000.5,12.5,0.0,1.5,N
19030,19031,2015,5,2,22,61.0,100.0,2.0,30.0,600.0,91.0,19.0,1000.8,12.3,0.0,0.8,W
19031,19032,2015,5,2,23,58.0,79.0,2.0,58.0,700.0,48.0,17.7,1001.1,12.2,0.0,0.3,SW
19032,19033,2015,5,3,0,59.0,81.0,2.0,94.0,600.0,7.0,16.9,1001.1,12.8,0.0,1.0,NW
19033,19034,2015,5,3,1,63.0,90.0,2.0,72.0,500.0,21.0,16.5,1001.5,12.3,0.0,0.9,N
19034,19035,2015,5,3,2,64.0,69.0,2.0,52.0,500.0,26.0,15.8,1001.7,9.2,0.0,1.4,NNE
19035,19036,2015,5,3,3,38.0,136.0,2.0,15.0,200.0,59.0,18.0,1002.5,-5.3,0.0,3.0,NW
19041,19042,2015,5,3,9,27.0,108.0,2.0,16.0,300.0,70.0,19.3,1006.2,-5.6,0.0,3.75,NW
19050,19051,2015,5,3,18,3.0,18.0,2.0,10.0,200.0,91.0,21.0,1005.3,-10.6,0.0,3.75,NW
19051,19052,2015,5,3,19,3.0,16.0,2.0,10.0,200.0,94.0,19.8,1005.7,-11.6,0.0,3.6,NW
19052,19053,2015,5,3,20,20.0,22.0,2.0,12.0,200.0,88.0,18.5,1006.5,-10.5,0.0,1.7,N
19053,19054,2015,5,3,21,6.0,32.0,2.0,11.0,200.0,79.0,17.2,1007.4,-8.1,0.0,2.2,N
19054,19055,2015,5,3,22,8.0,44.0,2.0,12.0,200.0,74.0,16.0,1008.0,-7.0,0.0,1.9,NNW
19055,19056,2015,5,3,23,17.0,32.0,2.0,14.0,200.0,72.0,16.7,1008.2,-10.1,0.0,2.5,NW
19056,19057,2015,5,4,0,22.0,22.0,2.0,18.0,200.0,67.0,16.5,1008.7,-14.1,0.0,3.6,NW
19057,19058,2015,5,4,1,10.0,34.0,2.0,12.0,100.0,74.0,15.9,1009.1,-12.5,0.0,2.0,NNW
19058,19059,2015,5,4,2,8.0,54.0,2.0,7.0,100.0,74.0,14.8,1009.5,-10.8,0.0,1.8,NNE
19059,19060,2015,5,4,3,14.0,50.0,2.0,5.0,100.0,76.0,13.6,1009.6,-11.0,0.0,1.8,N
19060,19061,2015,5,4,4,12.0,33.0,2.0,6.0,100.0,78.0,12.9,1009.7,-11.6,0.0,1.1,NNE
19061,19062,2015,5,4,5,6.0,45.0,2.0,7.0,100.0,72.0,11.5,1009.9,-11.4,0.0,1.1,ENE
19062,19063,2015,5,4,6,9.0,31.0,2.0,20.0,200.0,58.0,10.1,1010.2,-7.6,0.0,0.9,NE
19063,19064,2015,5,4,7,3.0,37.0,2.0,23.0,200.0,53.0,13.7,1010.4,-10.2,0.0,1.7,NE
19064,19065,2015,5,4,8,12.0,29.0,2.0,17.0,200.0,61.0,15.6,1010.0,-11.0,0.0,1.6,NNW
19065,19066,2015,5,4,9,12.0,25.0,3.0,13.0,200.0,67.0,17.8,1009.3,-10.1,0.0,1.3,E
19066,19067,2015,5,4,10,16.0,36.0,4.0,14.0,300.0,60.0,19.8,1008.6,-10.5,0.0,3.0,NW
19067,19068,2015,5,4,11,14.0,18.0,2.0,14.0,200.0,75.0,21.1,1007.4,-6.6,0.0,3.6,WNW
19068,19069,2015,5,4,12,6.0,17.0,2.0,10.0,200.0,83.0,22.2,1006.1,-8.6,0.0,2.9,W
19069,19070,2015,5,4,13,18.0,18.0,2.0,10.0,200.0,89.0,23.5,1004.4,-7.6,0.0,2.3,WNW
19070,19071,2015,5,4,14,31.0,51.0,2.0,13.0,200.0,98.0,23.2,1003.3,-4.9,0.0,3.75,SSE
19072,19073,2015,5,4,16,15.0,59.0,2.0,14.0,300.0,106.0,23.5,1001.2,-3.8,0.0,3.6,SSE
19074,19075,2015,5,4,18,58.0,70.0,5.0,22.0,300.0,111.0,22.5,999.5,-1.6,0.0,3.4,SSE
19075,19076,2015,5,4,19,26.0,75.0,4.0,26.0,300.0,113.0,21.5,999.3,-0.5,0.0,3.1,SE
19076,19077,2015,5,4,20,42.0,105.0,9.0,29.0,400.0,119.0,20.4,999.4,1.3,0.0,3.0,SE
19077,19078,2015,5,4,21,62.0,126.0,14.0,35.0,500.0,108.0,19.2,999.6,2.1,0.0,1.3,SE
19078,19079,2015,5,4,22,59.0,116.0,9.0,40.0,600.0,86.0,16.5,999.3,2.8,0.0,1.2,N
19079,19080,2015,5,4,23,59.0,106.0,5.0,48.0,600.0,65.0,15.9,998.8,3.3,0.0,0.7,NE
19080,19081,2015,5,5,0,46.0,67.0,4.0,26.0,500.0,79.0,15.4,998.0,2.5,0.0,2.4,NE
19081,19082,2015,5,5,1,40.0,73.0,5.0,20.0,400.0,78.0,15.3,997.2,2.4,0.0,1.5,NE
19082,19083,2015,5,5,2,47.0,72.0,4.0,21.0,400.0,67.0,13.8,996.5,3.0,0.0,0.9,NNW
19083,19084,2015,5,5,3,46.0,75.0,3.0,23.0,500.0,69.0,12.7,995.7,3.4,0.0,1.0,NNW
19084,19085,2015,5,5,4,46.0,76.0,4.0,23.0,500.0,61.0,12.1,995.8,3.8,0.0,1.2,W
19085,19086,2015,5,5,5,49.0,94.0,2.0,62.0,500.0,35.0,11.0,996.5,4.2,0.0,1.3,NW
19086,19087,2015,5,5,6,51.0,88.0,2.0,42.0,500.0,50.0,11.8,997.3,4.3,0.0,0.9,SW
19087,19088,2015,5,5,7,52.0,90.0,4.0,39.0,600.0,46.0,13.6,997.4,4.5,0.0,0.7,NNW
19088,19089,2015,5,5,8,60.0,100.0,7.0,60.0,700.0,39.0,17.2,996.5,4.2,0.0,1.1,WNW
19089,19090,2015,5,5,9,64.0,121.0,9.0,73.0,800.0,35.0,20.3,995.9,3.5,0.0,1.2,WSW
19090,19091,2015,5,5,10,60.0,145.0,6.0,51.0,600.0,49.0,23.7,995.6,-2.8,0.0,2.5,N
19091,19092,2015,5,5,11,59.0,140.0,5.0,18.0,400.0,78.0,25.0,995.4,-2.6,0.0,2.8,NNW
19092,19093,2015,5,5,12,58.0,167.0,4.0,14.0,400.0,88.0,26.0,995.1,-1.0,0.0,3.0,N
19093,19094,2015,5,5,13,44.0,145.0,3.0,11.0,300.0,94.0,26.7,994.6,-2.1,0.0,3.75,NW
19099,19100,2015,5,5,19,33.0,46.0,2.0,20.0,300.0,88.0,24.2,995.3,-9.4,0.0,2.7,NW
19100,19101,2015,5,5,20,14.0,50.0,2.0,13.0,300.0,88.0,22.7,996.9,-9.3,0.0,1.7,NNW
19101,19102,2015,5,5,21,15.0,37.0,2.0,10.0,300.0,87.0,21.7,998.3,-10.1,0.0,2.4,NE
19102,19103,2015,5,5,22,7.0,27.0,2.0,8.0,200.0,89.0,19.5,999.3,-8.7,0.0,1.3,NNW
19103,19104,2015,5,5,23,8.0,24.0,2.0,11.0,200.0,85.0,19.2,1000.3,-9.9,0.0,1.4,NNE
19105,19106,2015,5,6,1,17.0,36.0,2.0,4.0,200.0,94.0,17.7,1001.5,-14.4,0.0,3.1,N
19106,19107,2015,5,6,2,19.0,39.0,2.0,6.0,200.0,91.0,16.9,1001.7,-13.8,0.0,2.6,NNW
19107,19108,2015,5,6,3,17.0,38.0,2.0,9.0,100.0,87.0,15.7,1002.0,-13.7,0.0,1.5,N
19108,19109,2015,5,6,4,29.0,35.0,2.0,6.0,200.0,88.0,14.5,1002.6,-13.7,0.0,1.2,NNE
19109,19110,2015,5,6,5,13.0,57.0,2.0,7.0,200.0,82.0,12.4,1002.8,-12.0,0.0,0.6,ESE
19110,19111,2015,5,6,6,11.0,31.0,2.0,16.0,200.0,71.0,12.5,1003.0,-11.2,0.0,1.4,NE
19111,19112,2015,5,6,7,5.0,39.0,2.0,22.0,200.0,64.0,14.6,1003.1,-11.0,0.0,1.6,N
19112,19113,2015,5,6,8,12.0,30.0,2.0,16.0,200.0,71.0,16.4,1003.3,-11.2,0.0,1.2,NNW
19113,19114,2015,5,6,9,19.0,41.0,2.0,14.0,200.0,76.0,18.1,1003.6,-10.8,0.0,2.0,SE
19114,19115,2015,5,6,10,12.0,41.0,2.0,16.0,200.0,76.0,18.6,1003.6,-9.5,0.0,1.5,SW
19115,19116,2015,5,6,11,19.0,26.0,2.0,11.0,200.0,86.0,19.5,1003.2,-9.7,0.0,2.7,SSE
19116,19117,2015,5,6,12,8.0,19.0,2.0,10.0,200.0,94.0,19.8,1003.1,-10.5,0.0,2.3,SSW
19117,19118,2015,5,6,13,6.0,28.0,2.0,13.0,200.0,95.0,20.3,1002.1,-10.1,0.0,2.1,SE
19118,19119,2015,5,6,14,14.0,33.0,2.0,22.0,300.0,90.0,20.7,1002.0,-8.7,0.0,1.8,SSE
19119,19120,2015,5,6,15,18.0,46.0,2.0,24.0,300.0,99.0,20.9,1001.8,-8.6,0.0,2.8,S
19120,19121,2015,5,6,16,23.0,46.0,2.0,23.0,300.0,101.0,20.8,1001.7,-7.7,0.0,3.4,S
19121,19122,2015,5,6,17,13.0,50.0,2.0,26.0,300.0,96.0,20.7,1001.1,-6.9,0.0,2.7,S
19122,19123,2015,5,6,18,18.0,58.0,2.0,25.0,400.0,96.0,20.1,1000.9,-3.6,0.0,3.7,S
19123,19124,2015,5,6,19,32.0,141.0,6.0,36.0,500.0,72.0,18.9,1000.9,-6.7,0.0,3.4,SSE
19124,19125,2015,5,6,20,30.0,117.0,4.0,36.0,500.0,66.0,18.3,1002.1,-8.0,0.0,2.6,S
19125,19126,2015,5,6,21,26.0,102.0,4.0,41.0,400.0,54.0,17.9,1002.7,-7.5,0.0,2.3,SE
19126,19127,2015,5,6,22,18.0,96.0,5.0,39.0,400.0,54.0,17.8,1003.1,-8.4,0.0,2.0,SE
19127,19128,2015,5,6,23,25.0,101.0,6.0,39.0,500.0,54.0,17.5,1002.9,-8.6,0.0,1.5,ESE
19128,19129,2015,5,7,0,32.0,134.0,5.0,61.0,500.0,24.0,16.8,1002.9,-5.7,0.0,1.5,E
19129,19130,2015,5,7,1,32.0,114.0,6.0,65.0,500.0,17.0,16.2,1001.8,-5.6,0.0,1.5,E
19130,19131,2015,5,7,2,29.0,113.0,7.0,60.0,400.0,16.0,15.0,1001.6,-5.4,0.0,1.1,NE
19131,19132,2015,5,7,3,40.0,117.0,7.0,61.0,500.0,15.0,14.0,1001.6,-5.8,0.0,1.2,ENE
19132,19133,2015,5,7,4,36.0,106.0,7.0,61.0,600.0,12.0,12.9,1001.6,-5.7,0.0,1.0,E
19133,19134,2015,5,7,5,38.0,125.0,5.0,60.0,500.0,12.0,12.5,1001.8,-3.4,0.0,1.0,ENE
19134,19135,2015,5,7,6,27.0,95.0,4.0,45.0,600.0,25.0,10.5,1002.0,-4.0,0.0,1.2,NNW
19135,19136,2015,5,7,7,28.0,111.0,5.0,44.0,600.0,23.0,12.2,1002.8,-2.5,0.0,1.1,NNW
19136,19137,2015,5,7,8,32.0,114.0,6.0,52.0,600.0,24.0,15.5,1003.1,-1.1,0.0,0.8,NNW
19137,19138,2015,5,7,9,40.0,110.0,7.0,51.0,700.0,37.0,18.2,1002.5,-0.6,0.0,1.2,ESE
19138,19139,2015,5,7,10,33.0,127.0,8.0,47.0,700.0,46.0,19.6,1002.3,-0.4,0.0,1.9,SSW
19139,19140,2015,5,7,11,44.0,121.0,10.0,48.0,600.0,50.0,21.6,1001.9,0.1,0.0,1.6,SSE
19140,19141,2015,5,7,12,53.0,122.0,7.0,29.0,500.0,69.0,23.3,1001.1,-4.0,0.0,2.0,SW
19141,19142,2015,5,7,13,27.0,106.0,5.0,16.0,400.0,84.0,24.8,1000.3,-7.7,0.0,3.1,W
19142,19143,2015,5,7,14,36.0,87.0,2.0,9.0,300.0,93.0,25.5,999.7,-6.0,0.0,2.5,W
19143,19144,2015,5,7,15,29.0,101.0,2.0,15.0,300.0,94.0,25.9,999.1,0.5,0.0,3.1,SW
19146,19147,2015,5,7,18,49.0,125.0,6.0,25.0,500.0,119.0,22.9,999.6,4.9,0.0,3.1,S
19147,19148,2015,5,7,19,41.0,107.0,8.0,30.0,500.0,107.0,22.1,1000.1,4.6,0.0,3.7,SSE
19148,19149,2015,5,7,20,46.0,133.0,8.0,26.0,600.0,110.0,21.6,1001.3,6.3,0.0,1.5,E
19149,19150,2015,5,7,21,44.0,127.0,8.0,27.0,600.0,104.0,20.8,1002.6,-1.1,0.0,2.5,N
19150,19151,2015,5,7,22,35.0,38.0,5.0,25.0,500.0,85.0,19.9,1003.0,-2.5,0.0,2.3,NNE
19151,19152,2015,5,7,23,11.0,41.0,2.0,9.0,300.0,83.0,18.3,1002.8,-0.5,0.0,1.1,N
19152,19153,2015,5,8,0,11.0,35.0,2.0,9.0,300.0,79.0,16.6,1002.6,1.1,0.0,1.1,NNW
19153,19154,2015,5,8,1,3.0,14.0,2.0,13.0,300.0,72.0,15.7,1001.9,0.3,0.0,1.0,N
19154,19155,2015,5,8,2,23.0,26.0,2.0,15.0,300.0,63.0,14.1,1001.7,1.4,0.0,1.2,NW
19155,19156,2015,5,8,3,12.0,28.0,2.0,20.0,300.0,55.0,13.4,1001.4,1.1,0.0,0.9,N
19156,19157,2015,5,8,4,11.0,25.0,2.0,16.0,300.0,59.0,13.5,1000.4,0.8,0.0,1.2,NE
19157,19158,2015,5,8,5,16.0,22.0,2.0,11.0,300.0,66.0,11.9,1000.0,1.5,0.0,1.6,NW
19158,19159,2015,5,8,6,17.0,31.0,2.0,14.0,300.0,63.0,12.4,999.7,1.1,0.0,1.4,NNW
19159,19160,2015,5,8,7,18.0,48.0,2.0,24.0,400.0,52.0,13.7,1000.1,2.0,0.0,1.7,NNW
19160,19161,2015,5,8,8,26.0,71.0,3.0,58.0,600.0,20.0,16.4,1001.0,2.4,0.0,1.3,NNW
19161,19162,2015,5,8,9,17.0,75.0,6.0,33.0,600.0,53.0,19.7,1000.6,3.8,0.0,1.3,ESE
19162,19163,2015,5,8,10,35.0,108.0,13.0,31.0,900.0,66.0,20.5,1000.8,4.5,0.0,2.5,ENE
19164,19165,2015,5,8,12,16.0,42.0,2.0,8.0,300.0,83.0,22.0,999.3,2.6,0.0,1.5,SSW
19165,19166,2015,5,8,13,15.0,48.0,2.0,9.0,300.0,90.0,22.5,998.7,4.5,0.0,2.4,NE
19166,19167,2015,5,8,14,35.0,80.0,5.0,15.0,500.0,101.0,23.4,997.8,4.8,0.0,3.3,ESE
19167,19168,2015,5,8,15,25.0,51.0,4.0,12.0,400.0,107.0,24.6,997.3,3.3,0.0,2.9,S
19168,19169,2015,5,8,16,27.0,65.0,4.0,15.0,400.0,111.0,25.0,997.3,4.7,0.0,3.5,SSE
19169,19170,2015,5,8,17,26.0,63.0,2.0,14.0,400.0,114.0,24.1,998.1,3.9,0.0,3.5,ESE
19170,19171,2015,5,8,18,18.0,51.0,2.0,16.0,400.0,107.0,23.4,998.8,4.3,0.0,3.1,E
19171,19172,2015,5,8,19,29.0,120.0,5.0,22.0,700.0,110.0,21.6,1000.3,8.5,0.0,3.75,ESE
19172,19173,2015,5,8,20,79.0,179.0,14.0,35.0,1700.0,114.0,20.2,1001.9,8.8,0.0,3.5,ESE
19173,19174,2015,5,8,21,79.0,143.0,14.0,38.0,1700.0,88.0,19.6,1003.8,8.6,0.0,2.5,SE
19174,19175,2015,5,8,22,69.0,112.0,16.0,40.0,2000.0,77.0,18.9,1004.4,8.5,0.0,1.4,SE
19175,19176,2015,5,8,23,66.0,121.0,14.0,44.0,1800.0,64.0,17.9,1005.1,10.3,0.0,2.4,SE
19176,19177,2015,5,9,0,103.0,135.0,12.0,36.0,1800.0,57.0,16.7,1006.0,9.4,0.0,3.1,ESE
19182,19183,2015,5,9,6,45.0,45.0,2.0,29.0,1300.0,16.0,12.1,1008.2,8.9,0.0,0.7,NNE
19183,19184,2015,5,9,7,49.0,49.0,2.0,32.0,1300.0,15.0,12.2,1008.2,9.2,0.0,1.3,N
19184,19185,2015,5,9,8,40.0,40.0,2.0,22.0,900.0,33.0,12.0,1008.7,7.7,0.0,1.8,NNW
19185,19186,2015,5,9,9,34.0,34.0,2.0,22.0,700.0,40.0,12.6,1009.0,6.4,0.0,1.6,N
19186,19187,2015,5,9,10,7.0,32.0,2.0,17.0,600.0,51.0,13.3,1009.3,6.4,0.0,1.9,NNW
19187,19188,2015,5,9,11,29.0,29.0,2.0,16.0,700.0,53.0,13.3,1009.5,5.4,0.0,1.6,NNW
19188,19189,2015,5,9,12,22.0,25.0,2.0,17.0,700.0,54.0,13.7,1009.4,5.8,0.0,1.6,N
19192,19193,2015,5,9,16,29.0,29.0,2.0,23.0,600.0,47.0,11.8,1008.7,6.3,0.0,1.6,NNW
19193,19194,2015,5,9,17,39.0,39.0,2.0,22.0,500.0,58.0,12.5,1008.4,4.7,0.0,1.3,NNW
19194,19195,2015,5,9,18,29.0,29.0,2.0,25.0,500.0,51.0,12.1,1008.5,5.0,0.0,1.1,NNW
19195,19196,2015,5,9,19,18.0,18.0,2.0,28.0,500.0,47.0,12.1,1008.1,4.8,0.0,1.3,NNE
19196,19197,2015,5,9,20,17.0,24.0,2.0,26.0,500.0,47.0,11.7,1008.5,5.6,0.0,1.6,NNW
19197,19198,2015,5,9,21,19.0,30.0,2.0,23.0,500.0,40.0,11.7,1008.7,5.1,0.0,1.5,NE
19198,19199,2015,5,9,22,24.0,24.0,2.0,22.0,500.0,33.0,11.5,1008.6,5.4,0.0,1.1,NE
19199,19200,2015,5,9,23,38.0,38.0,2.0,18.0,500.0,32.0,11.2,1008.6,6.1,0.0,1.0,N
19200,19201,2015,5,10,0,24.0,24.0,2.0,16.0,500.0,32.0,11.3,1008.1,5.6,0.0,0.9,E
19201,19202,2015,5,10,1,24.0,24.0,2.0,21.0,500.0,32.0,11.2,1007.8,5.9,0.0,1.2,N
19202,19203,2015,5,10,2,27.0,32.0,2.0,26.0,500.0,28.0,11.0,1007.8,5.5,0.0,1.2,NNW
19203,19204,2015,5,10,3,25.0,25.0,2.0,23.0,600.0,30.0,11.1,1007.2,5.6,0.0,1.1,NNW
19204,19205,2015,5,10,4,30.0,30.0,2.0,29.0,600.0,22.0,11.2,1006.8,4.9,0.0,0.6,ENE
19205,19206,2015,5,10,5,28.0,28.0,2.0,29.0,700.0,23.0,11.5,1006.3,4.9,0.0,0.9,ENE
19206,19207,2015,5,10,6,34.0,35.0,2.0,32.0,700.0,25.0,11.8,1007.0,4.5,0.0,1.6,E
19207,19208,2015,5,10,7,33.0,44.0,2.0,41.0,600.0,16.0,11.6,1007.1,4.8,0.0,1.1,NE
19208,19209,2015,5,10,8,34.0,38.0,2.0,41.0,700.0,21.0,12.0,1007.1,3.7,0.0,1.7,E
19209,19210,2015,5,10,9,38.0,44.0,5.0,46.0,900.0,23.0,12.0,1007.6,2.2,0.0,3.1,SE
19210,19211,2015,5,10,10,41.0,52.0,12.0,43.0,1200.0,46.0,10.2,1007.4,4.6,0.0,2.9,E
19222,19223,2015,5,10,22,26.0,26.0,2.0,61.0,1400.0,2.0,9.6,1006.0,8.2,0.0,0.7,NNE
19223,19224,2015,5,10,23,24.0,24.0,2.0,56.0,1300.0,2.0,9.6,1005.3,7.9,0.0,0.8,N
19224,19225,2015,5,11,0,31.0,31.0,2.0,45.0,1300.0,11.0,9.3,1004.7,7.7,0.0,1.0,NW
19225,19226,2015,5,11,1,26.0,26.0,2.0,27.0,1100.0,15.0,9.7,1004.3,6.6,0.0,1.3,N
19226,19227,2015,5,11,2,26.0,26.0,2.0,23.0,1000.0,17.0,9.0,1003.5,6.8,0.0,0.8,N
19228,19229,2015,5,11,4,17.0,17.0,2.0,42.0,800.0,11.0,9.0,1002.7,5.2,0.0,1.5,NW
19229,19230,2015,5,11,5,19.0,19.0,2.0,30.0,700.0,16.0,8.8,1002.2,4.6,0.0,1.2,NNW
19230,19231,2015,5,11,6,24.0,24.0,2.0,31.0,1000.0,10.0,8.6,1001.7,5.0,0.0,1.3,NNW
19231,19232,2015,5,11,7,19.0,30.0,2.0,44.0,900.0,7.0,11.6,1001.7,2.1,0.0,1.6,W
19232,19233,2015,5,11,8,18.0,58.0,2.0,33.0,500.0,38.0,14.1,1000.7,0.0,0.0,3.2,W
19233,19234,2015,5,11,9,20.0,45.0,2.0,17.0,400.0,63.0,15.2,1000.4,0.2,0.0,3.5,W
19234,19235,2015,5,11,10,30.0,30.0,2.0,24.0,400.0,62.0,16.3,999.8,1.9,0.0,3.2,W
19236,19237,2015,5,11,12,6.0,22.0,2.0,15.0,300.0,81.0,18.1,997.6,0.7,0.0,3.75,WNW
19241,19242,2015,5,11,17,19.0,19.0,2.0,10.0,300.0,84.0,16.5,993.8,1.4,0.0,3.5,NNW
19242,19243,2015,5,11,18,3.0,5.0,2.0,14.0,400.0,77.0,16.8,993.3,1.6,0.0,2.5,N
19243,19244,2015,5,11,19,5.0,9.0,2.0,14.0,400.0,71.0,15.5,993.4,1.9,0.0,1.0,N
19244,19245,2015,5,11,20,11.0,12.0,2.0,16.0,400.0,62.0,15.1,993.3,2.3,0.0,1.2,N
19245,19246,2015,5,11,21,18.0,18.0,2.0,23.0,400.0,57.0,14.7,993.3,0.9,0.0,1.9,NW
19246,19247,2015,5,11,22,5.0,18.0,2.0,37.0,400.0,52.0,14.5,992.7,2.7,0.0,2.5,WNW
19247,19248,2015,5,11,23,9.0,9.0,2.0,29.0,400.0,67.0,14.4,991.9,2.0,0.0,2.5,W
19248,19249,2015,5,12,0,18.0,18.0,2.0,43.0,300.0,56.0,14.5,991.5,1.7,0.0,2.4,NW
19249,19250,2015,5,12,1,20.0,20.0,2.0,16.0,200.0,92.0,13.7,990.5,2.9,0.0,1.9,NW
19250,19251,2015,5,12,2,4.0,8.0,2.0,9.0,300.0,95.0,11.9,989.3,4.8,0.0,1.4,E
19251,19252,2015,5,12,3,8.0,11.0,2.0,8.0,200.0,86.0,11.5,988.1,4.9,0.0,2.1,NE
19252,19253,2015,5,12,4,6.0,12.0,2.0,10.0,300.0,72.0,11.1,987.7,5.0,0.0,1.6,NNW
19253,19254,2015,5,12,5,11.0,11.0,2.0,12.0,300.0,69.0,10.2,986.9,5.4,0.0,1.2,NNW
19254,19255,2015,5,12,6,3.0,10.0,2.0,17.0,300.0,60.0,10.6,987.0,5.6,0.0,0.7,SSE
19255,19256,2015,5,12,7,17.0,58.0,2.0,35.0,500.0,44.0,14.0,987.3,3.4,0.0,3.75,W
19258,19259,2015,5,12,10,31.0,31.0,2.0,10.0,300.0,97.0,21.0,987.1,3.2,0.0,3.0,WNW
19259,19260,2015,5,12,11,32.0,32.0,2.0,14.0,300.0,95.0,22.6,986.4,1.6,0.0,2.9,NW
19260,19261,2015,5,12,12,31.0,31.0,2.0,10.0,300.0,99.0,24.1,985.6,1.7,0.0,2.1,ENE
19261,19262,2015,5,12,13,25.0,25.0,2.0,11.0,300.0,99.0,26.3,984.5,0.1,0.0,1.7,NE
19262,19263,2015,5,12,14,47.0,47.0,2.0,14.0,300.0,104.0,28.1,984.0,-1.0,0.0,3.6,NW
19263,19264,2015,5,12,15,29.0,29.0,2.0,19.0,300.0,100.0,28.9,983.0,-1.3,0.0,2.1,NNE
19265,19266,2015,5,12,17,41.0,98.0,2.0,11.0,300.0,103.0,29.7,982.4,-5.2,0.0,2.9,NNW
19266,19267,2015,5,12,18,46.0,83.0,2.0,16.0,300.0,95.0,29.2,982.8,-5.6,0.0,2.1,NNW
19267,19268,2015,5,12,19,55.0,82.0,2.0,22.0,300.0,88.0,27.4,983.2,-3.5,0.0,1.3,NW
19268,19269,2015,5,12,20,48.0,176.0,2.0,68.0,600.0,46.0,23.3,983.7,3.2,0.0,1.2,NE
19269,19270,2015,5,12,21,50.0,78.0,2.0,69.0,700.0,37.0,20.2,984.5,1.6,0.0,1.6,NNW
19270,19271,2015,5,12,22,47.0,65.0,2.0,45.0,500.0,42.0,17.3,984.8,1.7,0.0,1.1,NNE
19271,19272,2015,5,12,23,33.0,42.0,2.0,20.0,300.0,63.0,17.6,985.1,1.5,0.0,1.1,SSE
19272,19273,2015,5,13,0,20.0,46.0,2.0,37.0,300.0,44.0,15.4,985.3,1.5,0.0,1.1,N
19273,19274,2015,5,13,1,24.0,38.0,2.0,29.0,300.0,42.0,14.7,985.3,1.6,0.0,0.8,NE
19274,19275,2015,5,13,2,29.0,50.0,2.0,48.0,300.0,23.0,14.4,985.2,1.6,0.0,1.9,NNW
19275,19276,2015,5,13,3,27.0,28.0,2.0,33.0,300.0,35.0,13.4,985.3,2.3,0.0,0.6,NW
19276,19277,2015,5,13,4,16.0,27.0,2.0,21.0,400.0,39.0,12.9,985.5,2.1,0.0,0.9,NNW
19277,19278,2015,5,13,5,13.0,34.0,2.0,25.0,300.0,39.0,12.8,985.6,2.0,0.0,1.2,NNW
19278,19279,2015,5,13,6,17.0,80.0,2.0,46.0,500.0,18.0,13.1,985.6,4.3,0.0,1.2,W
19279,19280,2015,5,13,7,44.0,114.0,5.0,62.0,900.0,3.0,16.0,986.0,5.0,0.0,0.5,ESE
19280,19281,2015,5,13,8,59.0,88.0,4.0,63.0,700.0,9.0,18.9,986.1,5.3,0.0,1.4,S
19281,19282,2015,5,13,9,47.0,101.0,5.0,69.0,600.0,14.0,20.5,986.0,4.5,0.0,0.7,ENE
19282,19283,2015,5,13,10,55.0,108.0,5.0,75.0,600.0,21.0,22.5,985.7,6.3,0.0,0.7,SE
19283,19284,2015,5,13,11,58.0,107.0,6.0,83.0,600.0,30.0,24.9,985.4,6.6,0.0,1.8,SSE
19284,19285,2015,5,13,12,54.0,99.0,6.0,66.0,500.0,58.0,25.9,984.8,7.0,0.0,1.7,SSE
19285,19286,2015,5,13,13,59.0,66.0,6.0,37.0,400.0,100.0,27.6,984.1,3.3,0.0,1.8,ESE
